RNA_en1:Cortex_Epidermis	RNA_en1:Endodermis	RNA_en1:Nodule_infected_cell	RNA_en1:Nodule_meritem	RNA_en1:Nodule_uninfected_cell	RNA_en1:Pericycle	RNA_en1:Phloem	RNA_en1:Procambium	RNA_en1:Xylem	RNA_en2:Cortex_Epidermis	RNA_en2:Endodermis	RNA_en2:Nodule_infected_cell	RNA_en2:Nodule_meritem	RNA_en2:Nodule_uninfected_cell	RNA_en2:Pericycle	RNA_en2:Phloem	RNA_en2:Procambium	RNA_en2:Xylem
Glyma.08G227500	53	0	10	2	10	5	2	9	0	29	1	4	2	6	1	1	7	1
Glyma.08G227900	143	5	20	9	24	8	3	31	3	173	4	17	2	17	11	7	31	0
Glyma.08G228000	113	3	27	8	11	11	5	20	0	107	2	20	1	12	4	3	19	3
Glyma.08G228100	134	0	30	18	20	7	3	17	1	104	1	26	11	16	5	1	21	1
Glyma.08G229400	171	2	37	13	32	3	3	25	0	121	3	20	7	32	4	2	25	2
Glyma.08G229600	597	7	101	22	86	39	14	88	3	521	14	98	10	73	17	11	84	6
Glyma.08G229800	94	1	32	6	33	3	4	33	0	103	1	30	2	22	1	1	14	3
Glyma.08G230100	67	1	9	4	6	10	2	6	1	71	0	5	0	7	3	1	9	0
Glyma.08G230200	70	0	8	2	10	6	3	6	0	71	3	3	0	9	3	2	7	0
Glyma.08G230400	73	3	12	2	5	5	1	3	0	60	1	5	0	2	0	0	4	0
Glyma.08G230800	54	1	12	4	10	3	2	11	0	56	0	8	3	14	2	0	9	0
Glyma.08G230900	86	0	22	9	10	5	3	24	1	68	0	12	6	12	4	0	7	0
Glyma.08G231100	38	1	3	3	18	3	0	6	1	39	1	6	2	12	1	0	7	1
Glyma.08G231300	197	4	24	5	28	18	2	32	1	179	3	17	7	32	2	3	25	1
Glyma.08G231400	144	2	21	6	20	12	4	28	4	126	2	22	4	26	6	2	17	3
Glyma.08G231900	99	0	19	4	20	7	6	20	0	81	9	16	2	11	4	1	15	0
Glyma.08G232000	238	2	33	8	28	18	5	41	3	235	2	23	8	21	17	4	38	2
Glyma.08G232400	157	2	21	13	23	9	9	22	0	141	3	15	3	16	3	1	28	1
Glyma.08G232500	33	1	1	1	5	17	5	17	0	43	3	3	1	5	27	0	23	0
Glyma.08G232600	212	0	32	11	36	8	3	36	0	195	2	16	8	35	7	1	28	1
Glyma.08G232700	145	0	20	13	16	9	3	26	0	125	5	18	8	23	3	0	29	3
Glyma.08G233300	33	0	0	1	1	1	2	4	2	31	4	5	0	7	2	0	3	1
Glyma.08G233500	53	0	9	2	4	5	4	5	1	45	0	5	0	5	1	0	10	1
Glyma.08G233702	1338	24	177	39	190	74	24	225	18	1275	30	173	29	172	39	15	237	22
Glyma.08G233900	33	0	10	3	10	3	3	5	0	40	0	13	2	7	1	0	9	0
Glyma.08G234200	322	2	29	9	32	26	6	70	2	254	5	10	4	31	18	5	73	1
Glyma.08G234600	299	2	51	10	39	16	10	48	4	267	2	42	2	31	8	1	37	2
Glyma.08G234700	189	2	40	5	38	8	4	35	0	160	3	34	4	27	6	2	41	0
Glyma.08G234900	140	2	57	35	29	14	7	14	1	133	2	51	18	37	1	3	16	1
Glyma.08G235600	340	6	30	18	44	13	14	66	1	281	3	24	4	35	4	3	27	2
Glyma.08G235900	708	6	30	20	23	27	17	104	7	660	1	18	5	24	18	9	97	8
Glyma.08G236200	124	2	11	9	19	7	4	32	2	122	4	16	3	14	5	2	23	1
Glyma.08G236400	285	1	74	28	68	17	7	51	3	253	5	60	5	76	5	3	42	2
Glyma.08G236800	169	4	25	7	19	9	3	33	0	139	2	24	4	16	5	0	17	1
Glyma.08G237000	57	1	7	7	6	2	2	6	2	48	1	8	0	4	1	1	7	0
Glyma.08G237150	248	2	34	14	33	21	7	43	5	217	5	41	9	38	5	1	42	4
Glyma.08G237500	1096	5	201	46	186	60	22	164	16	1033	9	193	23	182	37	10	189	4
Glyma.08G238000	154	1	20	3	13	7	9	21	3	118	5	7	6	17	3	3	15	3
Glyma.08G238100	608	6	51	56	150	36	10	74	3	487	7	32	23	165	7	3	68	3
Glyma.08G238200	133	2	32	12	39	3	4	29	0	125	0	35	3	38	3	0	16	1
Glyma.08G238400	36	0	6	1	6	1	1	6	0	35	0	5	0	6	0	2	5	0
Glyma.08G238500	288	1	48	13	52	15	8	63	6	261	2	30	7	42	9	3	35	6
Glyma.08G238800	376	1	40	13	43	36	9	58	5	343	5	37	5	35	13	6	61	8
Glyma.08G238900	35	2	7	0	5	1	1	5	0	33	1	8	2	4	1	0	5	1
Glyma.08G239500	78	0	15	4	15	4	1	15	0	69	1	6	0	14	1	2	11	0
Glyma.08G239900	1604	16	102	44	211	66	46	138	6	1442	14	59	27	192	24	7	138	11
Glyma.08G240300	163	3	20	2	6	14	5	36	1	147	1	14	1	9	4	2	16	1
Glyma.08G240800	143	2	11	6	16	11	4	18	3	130	0	11	1	13	6	1	21	0
Glyma.08G240900	41	2	9	0	4	1	0	9	0	35	0	1	1	6	1	0	5	0
Glyma.08G241100	27	2	7	1	2	4	1	6	0	26	0	5	1	1	2	3	3	2
Glyma.08G241200	262	1	17	5	8	31	5	83	1	203	0	6	1	10	17	1	51	2
Glyma.08G241300	74	1	15	7	10	6	3	23	1	70	1	10	3	9	8	3	18	1
Glyma.08G241400	47	0	4	3	8	0	2	5	0	33	1	6	2	4	0	3	2	0
Glyma.08G241600	46	0	1	1	5	2	0	8	0	0	0	0	0	0	0	0	0	0
Glyma.08G241700	41	0	5	0	2	1	1	9	0	0	0	0	0	0	0	0	0	0
Glyma.08G242000	46	0	8	3	9	1	0	14	3	38	1	8	0	4	5	0	8	6
Glyma.08G242500	125	3	14	5	16	9	2	14	4	93	1	9	1	12	3	0	21	1
Glyma.08G242600	27	0	1	1	6	1	1	5	1	0	0	0	0	0	0	0	0	0
Glyma.08G242800	47	2	5	4	10	2	3	7	2	42	0	3	0	3	3	2	5	1
Glyma.08G243000	345	4	63	11	72	21	10	50	7	279	3	37	9	74	4	3	25	5
Glyma.08G243100	90	1	75	94	11	4	3	12	0	61	1	57	73	14	1	1	10	0
Glyma.08G243600	119	2	6	10	12	7	4	11	0	123	6	4	9	28	3	0	12	0
Glyma.08G244900	76	1	10	7	18	7	7	12	0	85	4	17	4	10	2	3	14	1
Glyma.08G245000	189	3	37	4	30	7	2	18	1	129	0	33	0	21	9	2	17	2
Glyma.08G245100	913	14	96	26	115	59	25	156	14	785	17	79	13	101	27	7	139	11
Glyma.08G245200	61	0	5	2	6	4	4	9	1	38	1	4	2	8	1	1	14	2
Glyma.08G245400	46	0	10	5	10	1	0	10	0	59	0	13	4	7	4	0	12	1
Glyma.08G245500	55	1	4	3	9	5	0	8	2	58	1	3	1	1	2	1	6	1
Glyma.08G246100	42	0	12	4	6	3	0	10	0	31	1	8	2	7	0	3	1	1
Glyma.08G246300	260	8	65	34	42	22	10	39	2	231	5	27	15	33	6	3	25	3
Glyma.08G246400	141	2	19	7	17	5	4	10	3	119	0	13	3	14	7	2	14	0
Glyma.08G246600	241	0	56	10	42	12	4	47	1	214	2	44	12	40	3	3	47	1
Glyma.08G246800	104	1	22	9	7	6	1	20	0	79	1	14	1	15	4	1	11	0
Glyma.08G247400	50	0	9	6	7	1	3	2	0	44	0	3	0	6	1	1	4	0
Glyma.08G247700	36	1	3	0	3	3	2	13	1	31	0	6	0	1	1	0	7	2
Glyma.08G247800	40	0	4	1	6	3	1	8	0	30	0	3	0	8	1	0	8	0
Glyma.08G249600	203	2	13	3	12	8	5	14	2	184	1	4	0	4	2	4	13	2
Glyma.08G249700	105	1	11	0	7	3	3	8	1	65	1	5	1	19	2	0	8	0
Glyma.08G249900	68	2	16	3	8	13	5	14	0	69	2	6	3	11	3	1	6	1
Glyma.08G250900	85	0	16	1	6	10	4	13	2	61	1	8	2	15	1	1	9	1
Glyma.08G251300	287	0	30	6	15	22	8	56	6	226	3	17	2	29	10	4	45	4
Glyma.08G251400	271	9	54	17	42	20	6	66	5	238	2	57	13	40	12	0	42	2
Glyma.08G252000	44	1	6	2	6	2	1	7	0	34	0	7	0	7	2	1	4	0
Glyma.08G252300	42	0	6	3	8	1	0	6	2	0	0	0	0	0	0	0	0	0
Glyma.08G252500	55	0	14	5	8	5	3	7	1	43	0	9	2	8	1	0	7	1
Glyma.08G252600	182	1	26	7	24	13	7	37	2	164	2	19	3	24	7	4	32	2
Glyma.08G252650	198	6	38	8	36	17	3	30	1	159	3	31	3	24	10	3	41	2
Glyma.08G252800	77	1	12	6	12	4	4	13	0	55	0	9	3	7	5	2	7	1
Glyma.08G252900	54	1	7	5	7	1	3	6	0	29	2	8	2	6	3	0	8	0
Glyma.08G253000	73	0	11	3	5	7	3	7	2	63	1	10	0	11	3	0	12	2
Glyma.08G253100	154	0	8	3	12	10	3	20	0	123	1	7	2	19	4	1	14	3
Glyma.08G253600	72	1	9	3	10	1	1	7	1	73	2	12	2	7	0	0	10	0
Glyma.08G253700	40	0	3	2	5	2	0	2	0	25	1	4	2	4	2	1	5	0
Glyma.08G253800	372	2	74	13	73	17	7	57	6	299	4	78	10	65	8	3	50	2
Glyma.08G253900	567	9	70	21	75	37	15	110	6	583	8	54	9	56	26	8	87	6
Glyma.08G254000	55	0	10	3	7	2	0	10	0	53	3	5	2	4	2	0	6	0
Glyma.08G254100	37	1	6	1	6	0	2	4	0	0	0	0	0	0	0	0	0	0
Glyma.08G254200	321	4	17	6	23	17	4	37	1	288	1	9	4	17	9	0	33	2
Glyma.08G254500	338	4	26	6	50	26	6	67	5	294	3	15	7	34	18	1	40	5
Glyma.08G255000	242	3	39	9	26	21	10	54	2	233	5	26	8	27	14	2	41	3
Glyma.08G255300	214	12	16	13	26	18	9	102	2	131	7	8	9	28	10	6	111	0
Glyma.08G255500	33	0	11	1	8	1	0	5	0	0	0	0	0	0	0	0	0	0
Glyma.08G256100	52	1	5	0	7	0	3	11	1	52	1	3	1	9	1	0	5	1
Glyma.08G256200	31	2	7	4	8	1	1	11	2	34	0	12	1	4	2	1	9	1
Glyma.08G256300	666	17	80	37	66	33	22	102	4	557	9	58	26	56	19	10	89	15
Glyma.08G256600	57	0	2	3	6	12	1	11	0	37	0	2	1	3	12	0	8	0
Glyma.08G256900	71	1	6	12	11	2	1	3	0	87	0	1	14	18	3	0	2	2
Glyma.08G257100	335	2	67	12	42	27	8	59	3	285	5	43	11	53	13	2	46	2
Glyma.08G257400	49	1	6	5	6	5	1	5	0	39	1	8	2	5	2	2	7	0
Glyma.08G257500	148	2	69	10	20	15	7	37	3	122	2	60	2	13	10	3	21	1
Glyma.08G257600	173	5	19	10	31	11	2	58	0	164	3	22	5	28	8	2	42	0
Glyma.08G257800	277	1	23	23	54	17	6	67	5	264	3	15	17	54	7	1	90	2
Glyma.08G257900	137	4	21	3	21	9	7	31	2	151	3	18	3	16	3	4	27	4
Glyma.08G258000	63	6	5	2	10	5	0	12	1	48	1	10	1	10	0	1	14	0
Glyma.08G258500	114	2	35	2	22	3	3	16	0	104	1	25	2	16	3	1	21	1
Glyma.08G258700	556	20	76	25	70	30	18	101	4	509	15	50	6	60	17	5	88	5
Glyma.08G258800	102	3	15	4	13	5	3	15	2	84	1	16	3	15	2	0	18	1
Glyma.08G259000	213	1	12	1	18	10	4	33	2	189	1	11	5	18	8	0	30	5
Glyma.08G259100	1143	12	78	31	101	57	29	145	7	1002	12	62	6	76	22	6	123	16
Glyma.08G259200	479	8	41	17	54	22	28	79	5	391	5	27	7	41	5	4	61	11
Glyma.08G259500	98	2	13	3	5	2	2	11	4	96	1	17	5	12	7	2	11	0
Glyma.08G259700	141	2	19	5	25	7	5	17	2	136	3	18	3	13	5	1	18	1
Glyma.08G259832	68	0	18	2	8	1	1	10	0	53	0	21	2	15	4	0	4	0
Glyma.08G260200	36	0	3	2	2	4	1	9	0	19	0	10	0	7	0	0	2	2
Glyma.08G260300	96	2	13	6	16	4	3	14	2	78	0	16	4	17	5	3	18	1
Glyma.08G260400	60	0	9	2	10	1	2	3	1	37	0	3	1	14	1	0	9	0
Glyma.08G260500	107	1	3	3	8	3	1	10	1	84	0	7	0	10	0	0	5	3
Glyma.08G260800	20	2	3	1	5	3	1	5	1	0	0	0	0	0	0	0	0	0
Glyma.08G261000	88	0	10	1	2	1	0	5	0	65	1	6	0	4	1	1	4	1
Glyma.08G261200	98	3	2	1	3	4	0	12	0	55	2	2	0	2	1	0	2	2
Glyma.08G261500	131	2	21	15	39	10	7	14	0	127	2	7	2	42	2	0	14	1
Glyma.08G261800	46	0	11	0	7	4	0	9	0	46	1	7	2	1	2	0	5	0
Glyma.08G262800	65	1	8	8	17	2	1	17	0	49	0	3	2	11	0	0	10	0
Glyma.08G262900	560	5	71	20	74	31	22	112	7	492	12	52	9	71	19	8	79	8
Glyma.08G263000	293	5	56	12	49	11	8	56	1	258	1	54	12	56	9	5	42	1
Glyma.08G263300	44	0	11	5	2	6	4	9	0	44	0	11	2	4	2	0	12	0
Glyma.08G263500	142	3	26	6	27	3	7	29	5	144	3	32	3	28	7	2	31	3
Glyma.08G263700	54	1	7	2	9	2	3	9	0	36	3	4	1	10	1	0	10	0
Glyma.08G263800	563	6	57	8	60	38	16	112	4	533	10	42	6	64	14	5	91	5
Glyma.08G264100	200	2	31	4	22	14	4	50	2	211	4	17	0	27	9	3	36	2
Glyma.08G264402	431	4	49	11	49	21	8	63	7	395	7	49	8	52	18	10	74	12
Glyma.08G264800	7426	50	356	187	517	265	129	509	50	6351	42	160	60	613	95	26	435	49
Glyma.08G264900	642	0	83	59	294	17	9	128	2	577	5	104	40	417	9	1	70	7
Glyma.08G265200	111	0	2	1	9	2	3	16	1	72	1	9	0	9	5	1	16	1
Glyma.08G265300	638	17	82	21	92	26	21	129	12	585	9	90	12	78	25	5	90	7
Glyma.08G265400	169	2	18	5	18	7	3	22	1	127	3	11	4	15	4	2	19	1
Glyma.08G265600	191	0	25	8	20	7	9	37	7	145	1	24	7	20	4	1	21	2
Glyma.08G265900	53	1	13	3	5	4	0	10	0	39	0	7	0	11	2	0	8	1
Glyma.08G265967	60	0	2	3	9	5	1	15	0	66	0	7	1	8	2	1	12	0
Glyma.08G266300	1115	17	109	29	116	62	19	187	17	1030	13	87	22	122	40	24	216	29
Glyma.08G266400	641	14	50	17	57	41	23	89	9	623	6	40	2	53	17	10	78	6
Glyma.08G266700	1370	19	178	61	151	86	34	233	13	1159	14	124	20	123	47	14	207	22
Glyma.08G267700	42	0	7	2	8	2	0	8	0	34	0	7	1	13	1	1	6	0
Glyma.08G267900	505	5	66	23	87	34	11	85	8	505	11	68	15	77	18	6	91	7
Glyma.08G268300	80	1	23	4	14	2	4	13	0	54	1	13	4	8	0	1	11	0
Glyma.08G268900	251	3	15	16	45	9	4	37	3	205	7	10	10	42	3	3	29	0
Glyma.08G269700	1449	15	99	44	98	81	37	206	9	1310	16	67	15	100	38	14	180	15
Glyma.08G270701	179	1	27	4	26	7	4	31	0	175	1	20	7	22	3	0	36	2
Glyma.08G270900	151	3	29	8	28	13	7	34	6	157	2	27	5	24	5	3	21	2
Glyma.08G271402	427	8	52	12	67	32	9	116	6	423	12	31	6	46	10	3	92	9
Glyma.08G271600	291	3	40	21	22	55	21	130	1	239	3	18	2	23	33	6	128	3
Glyma.08G271700	393	3	33	15	29	29	10	55	8	336	3	30	8	30	10	4	51	9
Glyma.08G271900	76	0	13	2	23	4	3	12	0	64	0	8	0	15	1	0	8	0
Glyma.08G272000	48	0	6	2	10	3	1	7	1	58	0	5	1	7	0	0	4	1
Glyma.08G272100	479	6	56	17	58	20	14	80	4	514	6	71	17	66	22	7	108	4
Glyma.08G272600	171	2	8	10	11	8	2	28	1	226	6	12	6	30	12	2	41	2
Glyma.08G272800	317	6	44	12	31	25	9	61	4	331	0	28	7	40	11	0	54	5
Glyma.08G273000	148	3	25	8	22	8	5	26	2	168	1	18	7	20	2	0	18	2
Glyma.08G273200	163	3	16	9	22	13	4	30	1	194	1	25	4	29	4	2	34	4
Glyma.08G273300	25	0	7	1	4	2	1	7	0	40	1	3	0	1	1	0	2	0
Glyma.08G273400	33	0	6	1	0	12	5	36	3	22	0	0	1	2	10	1	28	1
Glyma.08G273500	82	5	10	5	10	8	6	28	0	67	0	3	3	9	1	3	24	3
Glyma.08G274300	185	4	33	9	20	11	8	42	1	171	3	31	5	27	5	5	34	3
Glyma.08G276400	592	8	44	24	78	28	10	125	6	532	7	55	18	76	16	9	102	7
Glyma.08G276700	184	1	18	6	21	11	4	17	3	150	0	22	4	19	5	2	26	1
Glyma.08G276800	41	1	11	5	9	0	1	6	0	36	0	11	1	15	0	0	1	0
Glyma.08G276900	134	6	18	10	25	4	5	21	0	108	3	22	2	23	4	3	22	4
Glyma.08G278600	197	5	17	10	25	10	2	32	4	173	3	27	3	27	5	2	27	4
Glyma.08G279200	76	1	17	3	15	3	3	21	0	68	1	23	2	16	3	2	16	2
Glyma.08G279600	30	0	40	25	7	3	2	7	0	31	0	23	15	5	0	0	7	2
Glyma.08G279800	173	0	44	23	33	15	1	35	1	167	0	50	9	33	7	2	28	3
Glyma.08G280600	81	0	4	0	10	1	2	11	4	67	0	5	0	8	2	3	12	1
Glyma.08G280700	28	0	15	1	1	2	0	7	0	0	0	0	0	0	0	0	0	0
Glyma.08G281400	313	4	41	9	25	28	7	50	6	246	5	34	3	30	8	1	37	9
Glyma.08G281600	181	3	44	6	18	16	6	24	1	154	2	50	2	9	8	0	18	1
Glyma.08G281700	20	1	1	1	0	4	2	22	0	0	0	0	0	0	0	0	0	0
Glyma.08G281800	90	0	7	3	9	33	12	63	0	80	2	4	1	5	27	1	29	1
Glyma.08G282400	2098	40	189	52	201	146	57	389	29	1781	37	128	31	209	66	25	327	30
Glyma.08G282800	647	10	43	29	68	52	18	111	5	522	2	20	5	43	27	3	102	5
Glyma.08G282900	150	0	10	11	16	6	2	25	0	133	3	5	1	20	2	1	15	0
Glyma.08G283100	1807	17	101	43	183	67	32	169	21	1668	10	77	27	162	25	6	130	13
Glyma.08G283400	862	14	100	40	103	40	34	143	9	773	15	57	14	72	20	9	118	9
Glyma.08G283500	62	2	11	1	13	7	3	12	1	56	2	10	1	9	3	0	8	1
Glyma.08G283700	392	2	16	8	33	25	10	52	8	305	4	11	2	26	8	3	69	5
Glyma.08G283900	44	0	1	2	7	0	1	2	0	0	0	0	0	0	0	0	0	0
Glyma.08G284100	129	2	6	4	14	6	3	14	2	98	2	6	2	13	8	1	18	1
Glyma.08G284700	499	6	64	22	79	23	16	70	10	409	3	38	20	78	13	5	60	7
Glyma.08G284800	24	1	7	2	3	0	0	7	2	0	0	0	0	0	0	0	0	0
Glyma.08G285000	67	0	8	1	11	5	3	8	0	57	0	9	1	10	2	0	6	0
Glyma.08G285400	83	0	6	5	18	1	1	8	1	64	1	2	0	12	2	0	7	0
Glyma.08G285600	599	5	103	21	87	28	11	85	8	486	5	51	13	75	17	4	49	8
Glyma.08G285700	230	1	13	6	29	14	10	30	3	152	3	10	3	30	7	1	17	6
Glyma.08G285800	106	1	10	5	23	2	2	18	2	75	1	4	1	7	6	0	19	1
Glyma.08G285900	2773	18	142	75	177	111	112	253	18	2336	18	73	20	158	50	40	194	12
Glyma.08G286200	104	0	17	3	11	3	3	17	2	79	2	9	2	7	4	4	9	4
Glyma.08G286700	51	2	3	0	5	2	2	5	0	36	0	2	1	4	1	0	9	1
Glyma.08G287300	55	1	8	2	3	6	1	13	1	56	1	4	1	3	3	0	9	0
Glyma.08G287600	123	2	31	4	26	5	5	29	1	106	1	22	3	14	3	1	20	0
Glyma.08G287800	52	0	10	2	6	3	3	11	0	55	0	10	1	6	3	1	10	0
Glyma.08G288000	51	0	7	2	6	5	1	13	1	52	0	6	0	8	1	1	21	1
Glyma.08G288300	64	0	5	3	6	5	4	5	2	46	1	2	0	3	4	0	8	0
Glyma.08G288400	107	2	11	1	20	3	1	15	1	93	1	7	1	16	1	2	18	3
Glyma.08G288500	58	4	17	0	4	6	4	13	0	50	2	19	0	8	4	0	9	0
Glyma.08G288600	804	9	91	22	52	39	16	152	12	653	8	60	4	51	23	4	101	8
Glyma.08G288700	228	2	29	12	35	14	8	24	5	190	4	14	4	22	4	2	31	2
Glyma.08G288800	35	1	6	8	9	2	1	7	0	36	0	5	1	4	0	0	5	0
Glyma.08G288900	155	7	24	12	32	9	11	53	0	141	6	24	9	37	0	3	59	1
Glyma.08G289100	163	6	26	6	20	7	1	36	2	123	9	23	4	24	5	1	28	6
Glyma.08G289600	44	1	8	3	8	4	1	7	0	32	2	6	2	8	0	0	6	0
Glyma.08G290000	47	0	9	3	6	3	1	9	0	43	0	2	1	9	0	0	8	0
Glyma.08G290100	172	8	7	6	17	18	1	37	4	167	0	9	1	19	5	1	24	2
Glyma.08G290400	46	1	19	0	9	3	1	11	1	40	2	7	1	9	2	1	12	0
Glyma.08G290600	54	0	0	2	4	0	3	11	1	44	0	0	2	1	3	0	15	1
Glyma.08G290700	154	2	19	10	18	8	4	18	0	131	2	29	1	12	10	0	14	1
Glyma.08G290900	117	2	9	10	16	5	2	11	1	110	0	20	6	17	6	4	23	0
Glyma.08G291000	1660	38	64	64	66	94	44	363	9	1480	15	44	40	85	31	14	287	13
Glyma.08G291500	384	4	43	13	30	24	10	68	2	333	2	35	3	34	10	6	73	2
Glyma.08G291600	54	1	12	6	11	7	3	19	0	40	1	6	3	9	3	0	15	0
Glyma.08G291800	76	2	20	2	17	4	1	18	0	73	3	26	5	18	0	0	15	0
Glyma.08G292000	148	1	7	5	36	6	5	25	9	102	2	8	1	32	1	3	26	3
Glyma.08G292600	97	1	35	1	10	6	0	8	0	75	0	34	3	13	4	0	10	0
Glyma.08G292700	147	2	31	9	34	7	8	19	0	132	2	25	2	38	0	0	13	1
Glyma.08G292800	465	10	46	19	41	36	5	65	5	404	8	22	2	53	24	5	55	4
Glyma.08G292900	488	12	63	13	44	41	9	78	4	355	5	41	8	58	16	7	75	8
Glyma.08G293000	14	0	13	2	3	0	0	4	1	0	0	0	0	0	0	0	0	0
Glyma.08G293100	132	1	22	20	42	11	1	23	26	120	1	12	6	38	2	0	8	13
Glyma.08G293400	278	1	25	11	28	14	8	35	5	203	2	26	4	33	12	1	35	1
Glyma.08G293600	50	0	1	1	2	0	1	5	0	36	1	1	2	1	2	1	5	1
Glyma.08G293900	1505	19	108	37	109	76	55	177	12	1281	21	81	24	102	46	11	164	15
Glyma.08G294000	27	0	6	0	6	1	0	6	0	24	0	3	1	7	2	1	8	0
Glyma.08G294300	35	1	3	6	5	1	0	12	0	31	2	1	2	2	1	1	7	0
Glyma.08G294700	140	3	25	6	16	6	7	24	1	75	0	9	4	21	6	2	12	0
Glyma.08G294800	170	3	10	6	12	8	1	18	1	149	1	4	0	12	3	2	16	2
Glyma.08G295500	49	0	4	2	8	3	2	13	2	49	2	0	1	2	3	0	6	1
Glyma.08G295700	283	3	47	9	51	15	6	57	4	223	4	31	5	41	12	4	43	6
Glyma.08G296000	82	2	3	1	3	6	3	29	0	83	4	2	0	5	2	5	28	0
Glyma.08G296300	209	2	29	10	29	12	7	45	4	173	2	19	6	32	13	0	35	7
Glyma.08G296400	68	1	11	4	11	2	3	8	0	67	0	15	3	4	5	3	14	0
Glyma.08G296500	205	6	22	8	34	11	4	29	4	192	3	24	2	31	1	3	21	1
Glyma.08G296700	75	1	8	5	14	8	1	14	0	55	1	11	3	6	1	0	15	1
Glyma.08G296800	200	2	35	11	34	18	7	30	1	174	0	38	8	35	6	1	31	0
Glyma.08G297100	121	2	12	5	9	4	3	12	2	119	2	5	2	19	3	0	7	1
Glyma.08G297200	26	0	10	0	8	2	1	4	0	0	0	0	0	0	0	0	0	0
Glyma.08G297300	338	7	24	8	31	17	7	55	5	335	5	26	6	37	11	5	54	3
Glyma.08G297400	66	0	4	0	8	5	2	10	2	66	2	3	2	6	3	0	7	2
Glyma.08G297500	59	1	2	7	12	0	1	13	0	56	1	3	2	10	1	0	8	0
Glyma.08G297900	49	0	10	2	7	1	0	3	0	39	0	3	4	9	1	0	8	2
Glyma.08G298200	42	0	11	4	11	3	1	25	0	25	0	11	7	9	0	1	19	0
Glyma.08G298400	194	16	14	14	14	8	3	13	2	154	16	7	7	20	3	1	15	2
Glyma.08G298500	269	7	36	20	30	19	13	50	8	251	5	24	3	32	11	3	39	6
Glyma.08G298900	681	7	45	23	64	54	30	105	6	565	6	33	7	67	24	5	74	6
Glyma.08G299000	29	0	2	2	0	7	2	5	0	40	1	2	0	5	4	0	5	0
Glyma.08G299051	27	0	6	3	1	0	0	5	0	0	0	0	0	0	0	0	0	0
Glyma.08G299300	51	0	5	4	9	1	1	10	0	47	1	3	0	6	0	0	4	0
Glyma.08G299900	151	6	30	3	21	8	2	32	4	125	1	22	5	17	1	1	20	3
Glyma.08G300100	148	2	13	6	15	5	5	29	2	144	2	12	0	14	5	0	24	0
Glyma.08G300400	393	4	28	9	34	17	13	66	12	331	7	22	3	39	11	4	52	10
Glyma.08G300451	115	2	14	3	20	11	3	19	2	94	0	3	1	14	3	4	11	3
Glyma.08G300700	374	3	30	8	33	22	5	38	7	354	6	27	6	22	7	3	40	2
Glyma.08G300800	73	1	7	2	3	6	2	8	0	45	0	9	2	7	3	0	14	0
Glyma.08G301200	99	2	13	5	9	9	2	19	1	100	0	8	3	9	4	1	18	1
Glyma.08G301300	273	7	36	27	34	19	6	46	1	250	5	34	6	33	11	0	34	4
Glyma.08G301700	216	4	32	11	27	10	6	32	3	189	5	17	4	29	6	1	28	3
Glyma.08G302000	51	0	8	1	12	3	3	12	0	48	1	11	2	16	2	1	14	0
Glyma.08G302200	87	1	15	3	12	4	3	7	0	47	1	8	2	10	2	1	9	0
Glyma.08G302400	432	4	55	19	46	27	9	74	2	333	5	51	15	40	13	2	53	3
Glyma.08G302500	302	8	14	13	37	15	6	66	3	279	4	12	9	35	4	3	54	1
Glyma.08G302833	149	0	13	6	3	10	0	22	2	113	4	12	3	17	7	0	23	2
Glyma.08G303000	69	1	14	6	10	6	4	12	1	71	0	17	2	11	4	0	12	0
Glyma.08G303400	55	0	9	2	15	4	0	9	0	58	1	11	1	18	3	0	1	0
Glyma.08G303700	95	1	10	4	16	8	2	19	0	81	1	2	2	17	1	0	14	0
Glyma.08G303800	352	17	21	12	27	29	8	69	2	290	4	9	5	18	13	15	60	1
Glyma.08G304000	116	0	14	2	2	15	5	26	2	105	2	11	5	7	13	3	19	1
Glyma.08G304100	100	0	7	5	6	4	2	23	1	80	0	7	2	11	3	0	21	1
Glyma.08G304300	318	7	43	13	27	19	9	56	4	265	1	27	9	40	10	1	30	2
Glyma.08G304400	42	1	5	5	2	2	0	5	0	0	0	0	0	0	0	0	0	0
Glyma.08G304700	98	2	20	3	10	9	5	14	1	107	1	16	2	14	3	0	20	1
Glyma.08G305100	419	4	74	20	60	21	12	65	5	413	7	59	5	65	11	2	60	6
Glyma.08G305450	27	0	4	2	4	2	1	4	1	0	0	0	0	0	0	0	0	0
Glyma.08G305500	86	2	11	5	9	5	3	12	1	68	3	5	4	9	3	0	9	0
Glyma.08G306000	29	1	7	1	3	4	1	2	1	0	0	0	0	0	0	0	0	0
Glyma.08G306600	147	2	40	22	17	8	6	37	9	110	2	38	10	10	1	2	16	10
Glyma.08G306800	132	10	9	3	10	24	7	81	4	114	3	10	2	12	10	5	83	0
Glyma.08G307600	49	1	1	0	9	2	2	7	0	50	0	7	3	8	2	0	0	0
Glyma.08G307800	135	0	7	4	12	11	3	13	3	124	0	5	1	9	7	1	16	6
Glyma.08G307900	68	1	9	3	14	2	7	20	1	52	1	10	0	17	1	1	16	1
Glyma.08G308000	157	0	11	15	62	7	7	47	1	128	1	6	5	40	4	0	41	0
